,country,year,iso_code,population,gdp,variable,value,energy_source,type,unit,source
85943,Antarctica,2014,ATA,,,low_carbon_elec_per_capita,,low_carbon,elec,kilowatt-hours,low_carbon
85944,Antarctica,2015,ATA,,,low_carbon_elec_per_capita,,low_carbon,elec,kilowatt-hours,low_carbon
85945,Antarctica,2016,ATA,,,low_carbon_elec_per_capita,,low_carbon,elec,kilowatt-hours,low_carbon
85946,Antarctica,2017,ATA,,,low_carbon_elec_per_capita,,low_carbon,elec,kilowatt-hours,low_carbon
85947,Antarctica,2018,ATA,,,low_carbon_elec_per_capita,,low_carbon,elec,kilowatt-hours,low_carbon
85948,Antarctica,2019,ATA,,,low_carbon_elec_per_capita,,low_carbon,elec,kilowatt-hours,low_carbon
85949,Antarctica,2020,ATA,,,low_carbon_elec_per_capita,,low_carbon,elec,kilowatt-hours,low_carbon
85950,Antarctica,2021,ATA,,,low_carbon_elec_per_capita,,low_carbon,elec,kilowatt-hours,low_carbon
85991,Asia,2013,,4365286895.0,,low_carbon_elec_per_capita,493.562,low_carbon,elec,kilowatt-hours,low_carbon
85992,Asia,2014,,4412496398.0,,low_carbon_elec_per_capita,542.242,low_carbon,elec,kilowatt-hours,low_carbon
85993,Asia,2015,,4458250376.0,,low_carbon_elec_per_capita,581.809,low_carbon,elec,kilowatt-hours,low_carbon
85994,Asia,2016,,4502955714.0,,low_carbon_elec_per_capita,627.215,low_carbon,elec,kilowatt-hours,low_carbon
85995,Asia,2017,,4547095064.0,,low_carbon_elec_per_capita,677.674,low_carbon,elec,kilowatt-hours,low_carbon
85996,Asia,2018,,4588802751.0,,low_carbon_elec_per_capita,736.07,low_carbon,elec,kilowatt-hours,low_carbon
85997,Asia,2019,,4627738749.0,,low_carbon_elec_per_capita,811.344,low_carbon,elec,kilowatt-hours,low_carbon
85998,Asia,2020,,4663086623.0,,low_carbon_elec_per_capita,853.688,low_carbon,elec,kilowatt-hours,low_carbon
85999,Asia,2021,,4693332132.0,,low_carbon_elec_per_capita,934.918,low_carbon,elec,kilowatt-hours,low_carbon
86000,Asia,2022,,4721383370.0,,low_carbon_elec_per_capita,1010.132,low_carbon,elec,kilowatt-hours,low_carbon
86663,Europe,2013,,741180502.0,,low_carbon_elec_per_capita,3284.517,low_carbon,elec,kilowatt-hours,low_carbon
86664,Europe,2014,,742190861.0,,low_carbon_elec_per_capita,3343.736,low_carbon,elec,kilowatt-hours,low_carbon
86665,Europe,2015,,743294457.0,,low_carbon_elec_per_capita,3370.037,low_carbon,elec,kilowatt-hours,low_carbon
86666,Europe,2016,,744516175.0,,low_carbon_elec_per_capita,3382.936,low_carbon,elec,kilowatt-hours,low_carbon
86667,Europe,2017,,745657647.0,,low_carbon_elec_per_capita,3398.557,low_carbon,elec,kilowatt-hours,low_carbon
86668,Europe,2018,,746577709.0,,low_carbon_elec_per_capita,3524.844,low_carbon,elec,kilowatt-hours,low_carbon
86669,Europe,2019,,747418251.0,,low_carbon_elec_per_capita,3568.457,low_carbon,elec,kilowatt-hours,low_carbon
86670,Europe,2020,,747462669.0,,low_carbon_elec_per_capita,3635.874,low_carbon,elec,kilowatt-hours,low_carbon
86671,Europe,2021,,746417727.0,,low_carbon_elec_per_capita,3758.418,low_carbon,elec,kilowatt-hours,low_carbon
86672,Europe,2022,,744806995.0,,low_carbon_elec_per_capita,3542.247,low_carbon,elec,kilowatt-hours,low_carbon
87662,North America,2013,,560056144.0,,low_carbon_elec_per_capita,3419.443,low_carbon,elec,kilowatt-hours,low_carbon
87663,North America,2014,,565486685.0,,low_carbon_elec_per_capita,3459.233,low_carbon,elec,kilowatt-hours,low_carbon
87664,North America,2015,,570726015.0,,low_carbon_elec_per_capita,3460.382,low_carbon,elec,kilowatt-hours,low_carbon
87665,North America,2016,,576008328.0,,low_carbon_elec_per_capita,3583.385,low_carbon,elec,kilowatt-hours,low_carbon
87666,North America,2017,,581258143.0,,low_carbon_elec_per_capita,3720.67,low_carbon,elec,kilowatt-hours,low_carbon
87667,North America,2018,,585864285.0,,low_carbon_elec_per_capita,3741.447,low_carbon,elec,kilowatt-hours,low_carbon
87668,North America,2019,,590497015.0,,low_carbon_elec_per_capita,3749.875,low_carbon,elec,kilowatt-hours,low_carbon
87669,North America,2020,,594263186.0,,low_carbon_elec_per_capita,3830.475,low_carbon,elec,kilowatt-hours,low_carbon
87670,North America,2021,,597123384.0,,low_carbon_elec_per_capita,3874.024,low_carbon,elec,kilowatt-hours,low_carbon
87671,North America,2022,,600323657.0,,low_carbon_elec_per_capita,4021.114,low_carbon,elec,kilowatt-hours,low_carbon
87791,Oceania,2013,,39057783.0,,low_carbon_elec_per_capita,1789.656,low_carbon,elec,kilowatt-hours,low_carbon
87792,Oceania,2014,,39729340.0,,low_carbon_elec_per_capita,1741.031,low_carbon,elec,kilowatt-hours,low_carbon
87793,Oceania,2015,,40403644.0,,low_carbon_elec_per_capita,1812.955,low_carbon,elec,kilowatt-hours,low_carbon
87794,Oceania,2016,,41101240.0,,low_carbon_elec_per_capita,1963.445,low_carbon,elec,kilowatt-hours,low_carbon
87795,Oceania,2017,,41817267.0,,low_carbon_elec_per_capita,1845.171,low_carbon,elec,kilowatt-hours,low_carbon
87796,Oceania,2018,,42540030.0,,low_carbon_elec_per_capita,2081.334,low_carbon,elec,kilowatt-hours,low_carbon
87797,Oceania,2019,,43278474.0,,low_carbon_elec_per_capita,2173.829,low_carbon,elec,kilowatt-hours,low_carbon
87798,Oceania,2020,,43933757.0,,low_carbon_elec_per_capita,2321.449,low_carbon,elec,kilowatt-hours,low_carbon
87799,Oceania,2021,,44492065.0,,low_carbon_elec_per_capita,2617.995,low_carbon,elec,kilowatt-hours,low_carbon
87800,Oceania,2022,,45038860.0,,low_carbon_elec_per_capita,2929.248,low_carbon,elec,kilowatt-hours,low_carbon
88163,South America,2013,,405147963.0,,low_carbon_elec_per_capita,1872.18,low_carbon,elec,kilowatt-hours,low_carbon
88164,South America,2014,,409128901.0,,low_carbon_elec_per_capita,1792.516,low_carbon,elec,kilowatt-hours,low_carbon
88165,South America,2015,,413134461.0,,low_carbon_elec_per_capita,1816.261,low_carbon,elec,kilowatt-hours,low_carbon
88166,South America,2016,,417101806.0,,low_carbon_elec_per_capita,1874.123,low_carbon,elec,kilowatt-hours,low_carbon
88167,South America,2017,,420982650.0,,low_carbon_elec_per_capita,1909.437,low_carbon,elec,kilowatt-hours,low_carbon
88168,South America,2018,,424740741.0,,low_carbon_elec_per_capita,1969.437,low_carbon,elec,kilowatt-hours,low_carbon
88169,South America,2019,,428318218.0,,low_carbon_elec_per_capita,1965.314,low_carbon,elec,kilowatt-hours,low_carbon
88170,South America,2020,,431530105.0,,low_carbon_elec_per_capita,1979.005,low_carbon,elec,kilowatt-hours,low_carbon
88171,South America,2021,,434254167.0,,low_carbon_elec_per_capita,1967.88,low_carbon,elec,kilowatt-hours,low_carbon
88172,South America,2022,,436816679.0,,low_carbon_elec_per_capita,2181.327,low_carbon,elec,kilowatt-hours,low_carbon
88628,Africa,2013,,1140180888.0,,low_carbon_electricity,141.87,low_carbon,electricity,terawatt-hours,low_carbon
88629,Africa,2014,,1170299297.0,,low_carbon_electricity,151.27,low_carbon,electricity,terawatt-hours,low_carbon
88630,Africa,2015,,1201108186.0,,low_carbon_electricity,154.83,low_carbon,electricity,terawatt-hours,low_carbon
88631,Africa,2016,,1232111820.0,,low_carbon_electricity,160.17,low_carbon,electricity,terawatt-hours,low_carbon
88632,Africa,2017,,1263333997.0,,low_carbon_electricity,169.41,low_carbon,electricity,terawatt-hours,low_carbon
88633,Africa,2018,,1295265310.0,,low_carbon_electricity,179.56,low_carbon,electricity,terawatt-hours,low_carbon
88634,Africa,2019,,1327701380.0,,low_carbon_electricity,192.74,low_carbon,electricity,terawatt-hours,low_carbon
88635,Africa,2020,,1360677453.0,,low_carbon_electricity,201.37,low_carbon,electricity,terawatt-hours,low_carbon
88636,Africa,2021,,1393676724.0,,low_carbon_electricity,211.83,low_carbon,electricity,terawatt-hours,low_carbon
88637,Africa,2022,,1426736614.0,,low_carbon_electricity,215.41,low_carbon,electricity,terawatt-hours,low_carbon
88711,Antarctica,2013,ATA,,,low_carbon_electricity,,low_carbon,electricity,terawatt-hours,low_carbon
88712,Antarctica,2014,ATA,,,low_carbon_electricity,,low_carbon,electricity,terawatt-hours,low_carbon
88713,Antarctica,2015,ATA,,,low_carbon_electricity,,low_carbon,electricity,terawatt-hours,low_carbon
88714,Antarctica,2016,ATA,,,low_carbon_electricity,,low_carbon,electricity,terawatt-hours,low_carbon
88715,Antarctica,2017,ATA,,,low_carbon_electricity,,low_carbon,electricity,terawatt-hours,low_carbon
88716,Antarctica,2018,ATA,,,low_carbon_electricity,,low_carbon,electricity,terawatt-hours,low_carbon
88717,Antarctica,2019,ATA,,,low_carbon_electricity,,low_carbon,electricity,terawatt-hours,low_carbon
88718,Antarctica,2020,ATA,,,low_carbon_electricity,,low_carbon,electricity,terawatt-hours,low_carbon
88719,Antarctica,2021,ATA,,,low_carbon_electricity,,low_carbon,electricity,terawatt-hours,low_carbon
88760,Asia,2013,,4365286895.0,,low_carbon_electricity,2154.54,low_carbon,electricity,terawatt-hours,low_carbon
88761,Asia,2014,,4412496398.0,,low_carbon_electricity,2392.64,low_carbon,electricity,terawatt-hours,low_carbon
88762,Asia,2015,,4458250376.0,,low_carbon_electricity,2593.85,low_carbon,electricity,terawatt-hours,low_carbon
88763,Asia,2016,,4502955714.0,,low_carbon_electricity,2824.32,low_carbon,electricity,terawatt-hours,low_carbon
88764,Asia,2017,,4547095064.0,,low_carbon_electricity,3081.45,low_carbon,electricity,terawatt-hours,low_carbon
88765,Asia,2018,,4588802751.0,,low_carbon_electricity,3377.68,low_carbon,electricity,terawatt-hours,low_carbon
88766,Asia,2019,,4627738749.0,,low_carbon_electricity,3754.69,low_carbon,electricity,terawatt-hours,low_carbon
88767,Asia,2020,,4663086623.0,,low_carbon_electricity,3980.82,low_carbon,electricity,terawatt-hours,low_carbon
88768,Asia,2021,,4693332132.0,,low_carbon_electricity,4387.88,low_carbon,electricity,terawatt-hours,low_carbon
88769,Asia,2022,,4721383370.0,,low_carbon_electricity,4769.22,low_carbon,electricity,terawatt-hours,low_carbon
89432,Europe,2013,,741180502.0,,low_carbon_electricity,2434.42,low_carbon,electricity,terawatt-hours,low_carbon
89433,Europe,2014,,742190861.0,,low_carbon_electricity,2481.69,low_carbon,electricity,terawatt-hours,low_carbon
89434,Europe,2015,,743294457.0,,low_carbon_electricity,2504.93,low_carbon,electricity,terawatt-hours,low_carbon
89435,Europe,2016,,744516175.0,,low_carbon_electricity,2518.65,low_carbon,electricity,terawatt-hours,low_carbon
89436,Europe,2017,,745657647.0,,low_carbon_electricity,2534.16,low_carbon,electricity,terawatt-hours,low_carbon
89437,Europe,2018,,746577709.0,,low_carbon_electricity,2631.57,low_carbon,electricity,terawatt-hours,low_carbon
89438,Europe,2019,,747418251.0,,low_carbon_electricity,2667.13,low_carbon,electricity,terawatt-hours,low_carbon
89439,Europe,2020,,747462669.0,,low_carbon_electricity,2717.68,low_carbon,electricity,terawatt-hours,low_carbon
89440,Europe,2021,,746417727.0,,low_carbon_electricity,2805.35,low_carbon,electricity,terawatt-hours,low_carbon
89441,Europe,2022,,744806995.0,,low_carbon_electricity,2638.29,low_carbon,electricity,terawatt-hours,low_carbon
90431,North America,2013,,560056144.0,,low_carbon_electricity,1915.08,low_carbon,electricity,terawatt-hours,low_carbon
90432,North America,2014,,565486685.0,,low_carbon_electricity,1956.15,low_carbon,electricity,terawatt-hours,low_carbon
90433,North America,2015,,570726015.0,,low_carbon_electricity,1974.93,low_carbon,electricity,terawatt-hours,low_carbon
90434,North America,2016,,576008328.0,,low_carbon_electricity,2064.06,low_carbon,electricity,terawatt-hours,low_carbon
90435,North America,2017,,581258143.0,,low_carbon_electricity,2162.67,low_carbon,electricity,terawatt-hours,low_carbon
90436,North America,2018,,585864285.0,,low_carbon_electricity,2191.98,low_carbon,electricity,terawatt-hours,low_carbon
90437,North America,2019,,590497015.0,,low_carbon_electricity,2214.29,low_carbon,electricity,terawatt-hours,low_carbon
90438,North America,2020,,594263186.0,,low_carbon_electricity,2276.31,low_carbon,electricity,terawatt-hours,low_carbon
90439,North America,2021,,597123384.0,,low_carbon_electricity,2313.27,low_carbon,electricity,terawatt-hours,low_carbon
90440,North America,2022,,600323657.0,,low_carbon_electricity,2413.97,low_carbon,electricity,terawatt-hours,low_carbon
90560,Oceania,2013,,39057783.0,,low_carbon_electricity,69.9,low_carbon,electricity,terawatt-hours,low_carbon
90561,Oceania,2014,,39729340.0,,low_carbon_electricity,69.17,low_carbon,electricity,terawatt-hours,low_carbon
90562,Oceania,2015,,40403644.0,,low_carbon_electricity,73.25,low_carbon,electricity,terawatt-hours,low_carbon
90563,Oceania,2016,,41101240.0,,low_carbon_electricity,80.7,low_carbon,electricity,terawatt-hours,low_carbon
90564,Oceania,2017,,41817267.0,,low_carbon_electricity,77.16,low_carbon,electricity,terawatt-hours,low_carbon
90565,Oceania,2018,,42540030.0,,low_carbon_electricity,88.54,low_carbon,electricity,terawatt-hours,low_carbon
90566,Oceania,2019,,43278474.0,,low_carbon_electricity,94.08,low_carbon,electricity,terawatt-hours,low_carbon
90567,Oceania,2020,,43933757.0,,low_carbon_electricity,101.99,low_carbon,electricity,terawatt-hours,low_carbon
90568,Oceania,2021,,44492065.0,,low_carbon_electricity,116.48,low_carbon,electricity,terawatt-hours,low_carbon
90569,Oceania,2022,,45038860.0,,low_carbon_electricity,131.93,low_carbon,electricity,terawatt-hours,low_carbon
90932,South America,2013,,405147963.0,,low_carbon_electricity,758.51,low_carbon,electricity,terawatt-hours,low_carbon
90933,South America,2014,,409128901.0,,low_carbon_electricity,733.37,low_carbon,electricity,terawatt-hours,low_carbon
90934,South America,2015,,413134461.0,,low_carbon_electricity,750.36,low_carbon,electricity,terawatt-hours,low_carbon
90935,South America,2016,,417101806.0,,low_carbon_electricity,781.7,low_carbon,electricity,terawatt-hours,low_carbon
90936,South America,2017,,420982650.0,,low_carbon_electricity,803.84,low_carbon,electricity,terawatt-hours,low_carbon
90937,South America,2018,,424740741.0,,low_carbon_electricity,836.5,low_carbon,electricity,terawatt-hours,low_carbon
90938,South America,2019,,428318218.0,,low_carbon_electricity,841.78,low_carbon,electricity,terawatt-hours,low_carbon
90939,South America,2020,,431530105.0,,low_carbon_electricity,854.0,low_carbon,electricity,terawatt-hours,low_carbon
90940,South America,2021,,434254167.0,,low_carbon_electricity,854.56,low_carbon,electricity,terawatt-hours,low_carbon
90941,South America,2022,,436816679.0,,low_carbon_electricity,952.84,low_carbon,electricity,terawatt-hours,low_carbon
91397,Africa,2013,,1140180888.0,,low_carbon_energy_per_capita,335.487,low_carbon,energy,kilowatt-hours,low_carbon
91398,Africa,2014,,1170299297.0,,low_carbon_energy_per_capita,347.854,low_carbon,energy,kilowatt-hours,low_carbon
91399,Africa,2015,,1201108186.0,,low_carbon_energy_per_capita,342.508,low_carbon,energy,kilowatt-hours,low_carbon
91400,Africa,2016,,1232111820.0,,low_carbon_energy_per_capita,342.993,low_carbon,energy,kilowatt-hours,low_carbon
91401,Africa,2017,,1263333997.0,,low_carbon_energy_per_capita,352.892,low_carbon,energy,kilowatt-hours,low_carbon
91402,Africa,2018,,1295265310.0,,low_carbon_energy_per_capita,362.113,low_carbon,energy,kilowatt-hours,low_carbon
91403,Africa,2019,,1327701380.0,,low_carbon_energy_per_capita,378.346,low_carbon,energy,kilowatt-hours,low_carbon
91404,Africa,2020,,1360677453.0,,low_carbon_energy_per_capita,386.347,low_carbon,energy,kilowatt-hours,low_carbon
91405,Africa,2021,,1393676724.0,,low_carbon_energy_per_capita,400.852,low_carbon,energy,kilowatt-hours,low_carbon
91406,Africa,2022,,1426736614.0,,low_carbon_energy_per_capita,396.987,low_carbon,energy,kilowatt-hours,low_carbon
91480,Antarctica,2013,ATA,,,low_carbon_energy_per_capita,,low_carbon,energy,kilowatt-hours,low_carbon
91481,Antarctica,2014,ATA,,,low_carbon_energy_per_capita,,low_carbon,energy,kilowatt-hours,low_carbon
91482,Antarctica,2015,ATA,,,low_carbon_energy_per_capita,,low_carbon,energy,kilowatt-hours,low_carbon
91483,Antarctica,2016,ATA,,,low_carbon_energy_per_capita,,low_carbon,energy,kilowatt-hours,low_carbon
91484,Antarctica,2017,ATA,,,low_carbon_energy_per_capita,,low_carbon,energy,kilowatt-hours,low_carbon
91485,Antarctica,2018,ATA,,,low_carbon_energy_per_capita,,low_carbon,energy,kilowatt-hours,low_carbon
91486,Antarctica,2019,ATA,,,low_carbon_energy_per_capita,,low_carbon,energy,kilowatt-hours,low_carbon
91487,Antarctica,2020,ATA,,,low_carbon_energy_per_capita,,low_carbon,energy,kilowatt-hours,low_carbon
91488,Antarctica,2021,ATA,,,low_carbon_energy_per_capita,,low_carbon,energy,kilowatt-hours,low_carbon
91529,Asia,2013,,4365286895.0,,low_carbon_energy_per_capita,1356.952,low_carbon,energy,kilowatt-hours,low_carbon
91530,Asia,2014,,4412496398.0,,low_carbon_energy_per_capita,1482.81,low_carbon,energy,kilowatt-hours,low_carbon
91531,Asia,2015,,4458250376.0,,low_carbon_energy_per_capita,1577.221,low_carbon,energy,kilowatt-hours,low_carbon
91532,Asia,2016,,4502955714.0,,low_carbon_energy_per_capita,1698.006,low_carbon,energy,kilowatt-hours,low_carbon
91533,Asia,2017,,4547095064.0,,low_carbon_energy_per_capita,1820.737,low_carbon,energy,kilowatt-hours,low_carbon
91534,Asia,2018,,4588802751.0,,low_carbon_energy_per_capita,1981.202,low_carbon,energy,kilowatt-hours,low_carbon
91535,Asia,2019,,4627738749.0,,low_carbon_energy_per_capita,2182.235,low_carbon,energy,kilowatt-hours,low_carbon
91536,Asia,2020,,4663086623.0,,low_carbon_energy_per_capita,2295.326,low_carbon,energy,kilowatt-hours,low_carbon
91537,Asia,2021,,4693332132.0,,low_carbon_energy_per_capita,2503.557,low_carbon,energy,kilowatt-hours,low_carbon
91538,Asia,2022,,4721383370.0,,low_carbon_energy_per_capita,2705.923,low_carbon,energy,kilowatt-hours,low_carbon
92201,Europe,2013,,741180502.0,,low_carbon_energy_per_capita,9109.171,low_carbon,energy,kilowatt-hours,low_carbon
92202,Europe,2014,,742190861.0,,low_carbon_energy_per_capita,9235.002,low_carbon,energy,kilowatt-hours,low_carbon
92203,Europe,2015,,743294457.0,,low_carbon_energy_per_capita,9271.795,low_carbon,energy,kilowatt-hours,low_carbon
92204,Europe,2016,,744516175.0,,low_carbon_energy_per_capita,9266.69,low_carbon,energy,kilowatt-hours,low_carbon
92205,Europe,2017,,745657647.0,,low_carbon_energy_per_capita,9281.589,low_carbon,energy,kilowatt-hours,low_carbon
92206,Europe,2018,,746577709.0,,low_carbon_energy_per_capita,9594.826,low_carbon,energy,kilowatt-hours,low_carbon
92207,Europe,2019,,747418251.0,,low_carbon_energy_per_capita,9670.468,low_carbon,energy,kilowatt-hours,low_carbon
92208,Europe,2020,,747462669.0,,low_carbon_energy_per_capita,9854.685,low_carbon,energy,kilowatt-hours,low_carbon
92209,Europe,2021,,746417727.0,,low_carbon_energy_per_capita,10166.758,low_carbon,energy,kilowatt-hours,low_carbon
92210,Europe,2022,,744806995.0,,low_carbon_energy_per_capita,9608.724,low_carbon,energy,kilowatt-hours,low_carbon
93200,North America,2013,,560056144.0,,low_carbon_energy_per_capita,9987.421,low_carbon,energy,kilowatt-hours,low_carbon
93201,North America,2014,,565486685.0,,low_carbon_energy_per_capita,10015.747,low_carbon,energy,kilowatt-hours,low_carbon
93202,North America,2015,,570726015.0,,low_carbon_energy_per_capita,9972.058,low_carbon,energy,kilowatt-hours,low_carbon
93203,North America,2016,,576008328.0,,low_carbon_energy_per_capita,10289.743,low_carbon,energy,kilowatt-hours,low_carbon
93204,North America,2017,,581258143.0,,low_carbon_energy_per_capita,10585.292,low_carbon,energy,kilowatt-hours,low_carbon
93205,North America,2018,,585864285.0,,low_carbon_energy_per_capita,10565.595,low_carbon,energy,kilowatt-hours,low_carbon
93206,North America,2019,,590497015.0,,low_carbon_energy_per_capita,10581.661,low_carbon,energy,kilowatt-hours,low_carbon
93207,North America,2020,,594263186.0,,low_carbon_energy_per_capita,10672.002,low_carbon,energy,kilowatt-hours,low_carbon
93208,North America,2021,,597123384.0,,low_carbon_energy_per_capita,10818.061,low_carbon,energy,kilowatt-hours,low_carbon
93209,North America,2022,,600323657.0,,low_carbon_energy_per_capita,11205.152,low_carbon,energy,kilowatt-hours,low_carbon
93329,Oceania,2013,,39057783.0,,low_carbon_energy_per_capita,4861.93,low_carbon,energy,kilowatt-hours,low_carbon
93330,Oceania,2014,,39729340.0,,low_carbon_energy_per_capita,4722.569,low_carbon,energy,kilowatt-hours,low_carbon
93331,Oceania,2015,,40403644.0,,low_carbon_energy_per_capita,4871.054,low_carbon,energy,kilowatt-hours,low_carbon
93332,Oceania,2016,,41101240.0,,low_carbon_energy_per_capita,5226.517,low_carbon,energy,kilowatt-hours,low_carbon
93333,Oceania,2017,,41817267.0,,low_carbon_energy_per_capita,4884.261,low_carbon,energy,kilowatt-hours,low_carbon
93334,Oceania,2018,,42540030.0,,low_carbon_energy_per_capita,5474.532,low_carbon,energy,kilowatt-hours,low_carbon
93335,Oceania,2019,,43278474.0,,low_carbon_energy_per_capita,5687.385,low_carbon,energy,kilowatt-hours,low_carbon
93336,Oceania,2020,,43933757.0,,low_carbon_energy_per_capita,6042.949,low_carbon,energy,kilowatt-hours,low_carbon
93337,Oceania,2021,,44492065.0,,low_carbon_energy_per_capita,6740.287,low_carbon,energy,kilowatt-hours,low_carbon
93338,Oceania,2022,,45038860.0,,low_carbon_energy_per_capita,7359.498,low_carbon,energy,kilowatt-hours,low_carbon
93701,South America,2013,,405147963.0,,low_carbon_energy_per_capita,5650.299,low_carbon,energy,kilowatt-hours,low_carbon
93702,South America,2014,,409128901.0,,low_carbon_energy_per_capita,5576.997,low_carbon,energy,kilowatt-hours,low_carbon
93703,South America,2015,,413134461.0,,low_carbon_energy_per_capita,5587.658,low_carbon,energy,kilowatt-hours,low_carbon
93704,South America,2016,,417101806.0,,low_carbon_energy_per_capita,5687.424,low_carbon,energy,kilowatt-hours,low_carbon
93705,South America,2017,,420982650.0,,low_carbon_energy_per_capita,5819.881,low_carbon,energy,kilowatt-hours,low_carbon
93706,South America,2018,,424740741.0,,low_carbon_energy_per_capita,6032.094,low_carbon,energy,kilowatt-hours,low_carbon
93707,South America,2019,,428318218.0,,low_carbon_energy_per_capita,6112.307,low_carbon,energy,kilowatt-hours,low_carbon
93708,South America,2020,,431530105.0,,low_carbon_energy_per_capita,6008.489,low_carbon,energy,kilowatt-hours,low_carbon
93709,South America,2021,,434254167.0,,low_carbon_energy_per_capita,5932.083,low_carbon,energy,kilowatt-hours,low_carbon
93710,South America,2022,,436816679.0,,low_carbon_energy_per_capita,6488.928,low_carbon,energy,kilowatt-hours,low_carbon
94166,Africa,2013,,1140180888.0,,net_elec_imports,9.39,net_elec,elec,terawatt-hours,-
94167,Africa,2014,,1170299297.0,,net_elec_imports,9.94,net_elec,elec,terawatt-hours,-
94168,Africa,2015,,1201108186.0,,net_elec_imports,7.79,net_elec,elec,terawatt-hours,-
94169,Africa,2016,,1232111820.0,,net_elec_imports,8.62,net_elec,elec,terawatt-hours,-
94170,Africa,2017,,1263333997.0,,net_elec_imports,7.7,net_elec,elec,terawatt-hours,-
94171,Africa,2018,,1295265310.0,,net_elec_imports,6.72,net_elec,elec,terawatt-hours,-
94172,Africa,2019,,1327701380.0,,net_elec_imports,0.51,net_elec,elec,terawatt-hours,-
94173,Africa,2020,,1360677453.0,,net_elec_imports,1.85,net_elec,elec,terawatt-hours,-
94174,Africa,2021,,1393676724.0,,net_elec_imports,1.95,net_elec,elec,terawatt-hours,-
94175,Africa,2022,,1426736614.0,,net_elec_imports,5.26,net_elec,elec,terawatt-hours,-
94249,Antarctica,2013,ATA,,,net_elec_imports,,net_elec,elec,terawatt-hours,-
94250,Antarctica,2014,ATA,,,net_elec_imports,,net_elec,elec,terawatt-hours,-
94251,Antarctica,2015,ATA,,,net_elec_imports,,net_elec,elec,terawatt-hours,-
94252,Antarctica,2016,ATA,,,net_elec_imports,,net_elec,elec,terawatt-hours,-
94253,Antarctica,2017,ATA,,,net_elec_imports,,net_elec,elec,terawatt-hours,-
94254,Antarctica,2018,ATA,,,net_elec_imports,,net_elec,elec,terawatt-hours,-
94255,Antarctica,2019,ATA,,,net_elec_imports,,net_elec,elec,terawatt-hours,-
94256,Antarctica,2020,ATA,,,net_elec_imports,,net_elec,elec,terawatt-hours,-
94257,Antarctica,2021,ATA,,,net_elec_imports,,net_elec,elec,terawatt-hours,-
94298,Asia,2013,,4365286895.0,,net_elec_imports,12.5,net_elec,elec,terawatt-hours,-
94299,Asia,2014,,4412496398.0,,net_elec_imports,10.66,net_elec,elec,terawatt-hours,-
94300,Asia,2015,,4458250376.0,,net_elec_imports,17.11,net_elec,elec,terawatt-hours,-
94301,Asia,2016,,4502955714.0,,net_elec_imports,9.12,net_elec,elec,terawatt-hours,-
94302,Asia,2017,,4547095064.0,,net_elec_imports,-3.08,net_elec,elec,terawatt-hours,-
94303,Asia,2018,,4588802751.0,,net_elec_imports,-3.36,net_elec,elec,terawatt-hours,-
94304,Asia,2019,,4627738749.0,,net_elec_imports,0.38,net_elec,elec,terawatt-hours,-
94305,Asia,2020,,4663086623.0,,net_elec_imports,9.77,net_elec,elec,terawatt-hours,-
94306,Asia,2021,,4693332132.0,,net_elec_imports,17.87,net_elec,elec,terawatt-hours,-
94307,Asia,2022,,4721383370.0,,net_elec_imports,19.57,net_elec,elec,terawatt-hours,-
94970,Europe,2013,,741180502.0,,net_elec_imports,-12.69,net_elec,elec,terawatt-hours,-
94971,Europe,2014,,742190861.0,,net_elec_imports,-12.51,net_elec,elec,terawatt-hours,-
94972,Europe,2015,,743294457.0,,net_elec_imports,-10.08,net_elec,elec,terawatt-hours,-
94973,Europe,2016,,744516175.0,,net_elec_imports,-13.22,net_elec,elec,terawatt-hours,-
94974,Europe,2017,,745657647.0,,net_elec_imports,-6.1,net_elec,elec,terawatt-hours,-
94975,Europe,2018,,746577709.0,,net_elec_imports,-6.02,net_elec,elec,terawatt-hours,-
94976,Europe,2019,,747418251.0,,net_elec_imports,-5.44,net_elec,elec,terawatt-hours,-
94977,Europe,2020,,747462669.0,,net_elec_imports,-7.49,net_elec,elec,terawatt-hours,-
94978,Europe,2021,,746417727.0,,net_elec_imports,-8.23,net_elec,elec,terawatt-hours,-
94979,Europe,2022,,744806995.0,,net_elec_imports,-15.66,net_elec,elec,terawatt-hours,-
95969,North America,2013,,560056144.0,,net_elec_imports,6.27,net_elec,elec,terawatt-hours,-
95970,North America,2014,,565486685.0,,net_elec_imports,7.76,net_elec,elec,terawatt-hours,-
95971,North America,2015,,570726015.0,,net_elec_imports,7.05,net_elec,elec,terawatt-hours,-
95972,North America,2016,,576008328.0,,net_elec_imports,3.9,net_elec,elec,terawatt-hours,-
95973,North America,2017,,581258143.0,,net_elec_imports,-4.49,net_elec,elec,terawatt-hours,-
95974,North America,2018,,585864285.0,,net_elec_imports,-2.16,net_elec,elec,terawatt-hours,-
95975,North America,2019,,590497015.0,,net_elec_imports,-6.25,net_elec,elec,terawatt-hours,-
95976,North America,2020,,594263186.0,,net_elec_imports,-5.09,net_elec,elec,terawatt-hours,-
95977,North America,2021,,597123384.0,,net_elec_imports,-7.59,net_elec,elec,terawatt-hours,-
95978,North America,2022,,600323657.0,,net_elec_imports,-5.16,net_elec,elec,terawatt-hours,-
96098,Oceania,2013,,39057783.0,,net_elec_imports,0.0,net_elec,elec,terawatt-hours,-
